pair_id,from_id,to_id,distance_nm,sea_time_h
P12__P24,P12,P24,180.01413267432073,12.858152333880053
P12__P25,P12,P25,1325.0229114170043,94.64449367264316
P12__P26,P12,P26,823.4177744691068,58.815555319221914
P12__P27,P12,P27,1385.8150389005982,98.98678849289988
P12__P28,P12,P28,785.5940693242362,56.1138620945883
P12__P29,P12,P29,1044.2670583548936,74.59050416820669
P12__P30,P12,P30,1153.5084121271886,82.39345800908491
P12__P31,P12,P31,1095.4849448947516,78.2489246353394
P12__P32,P12,P32,489.09833226863867,34.93559516204562
P12__P33,P12,P33,105.59550987954147,7.542536419967248
P12__P34,P12,P34,557.584114579331,39.8274367556665
P12__P35,P12,P35,538.4345618051901,38.45961155751358
P12__P36,P12,P36,1098.1274700056263,78.4376764289733
P12__P37,P12,P37,1076.4451507088672,76.88893933634766
P12__P38,P12,P38,129.07414823588044,9.219582016848603
P12__P39,P12,P39,526.1993134107199,37.58566524362285
P12__P40,P12,P40,468.81754102601855,33.48696721614418
P13__P01,P13,P01,663.0388548151583,47.359918201082735
P13__P02,P13,P02,221.84626180325446,15.84616155737532
P13__P03,P13,P03,1142.3060195667795,81.59328711191282
P13__P04,P13,P04,1043.425747509442,74.53041053638871
P13__P05,P13,P05,164.8210198348428,11.772929988203057
P13__P06,P13,P06,257.9579662289501,18.42556901635358
P13__P07,P13,P07,421.49036847104486,30.106454890788918
P13__P08,P13,P08,206.5250223280185,14.751787309144179
P13__P09,P13,P09,861.0282967557478,61.502021196839124
P13__P10,P13,P10,882.9886024090295,63.07061445778782
P13__P11,P13,P11,280.8124905563679,20.058035039740563
P13__P12,P13,P12,193.8061786641077,13.843298476007693
P13__P14,P13,P14,301.9780427332534,21.569860195232387
P13__P15,P13,P15,1132.0205383638554,80.85860988313253
P13__P16,P13,P16,463.96978346086127,33.14069881863295
P13__P17,P13,P17,121.61559161491549,8.686827972493964
P13__P18,P13,P18,355.1608271342276,25.368630509587685
P13__P19,P13,P19,292.8524589303706,20.918032780740756
P13__P20,P13,P20,758.5535558150306,54.18239684393075
P13__P21,P13,P21,718.162531667546,51.297323690538995
P13__P22,P13,P22,823.8485707052657,58.84632647894755
P13__P23,P13,P23,922.2283339869125,65.87345242763661
